Duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
0.570279,1.04197,-0.0351891,0.00671514,-0.00596897,-6.32805,26.3622,-38.3352,19.1518,1.80057,-0.100571,0.0352219,-0.0020913,-11.3592,48.5613,-71.6721,36.1523,0.668562,-0.040056,0.04307,0.00218485,2.24764,-8.11501,10.6668,-4.94553,0,0,0,0,0,0,0,0
1.82334,1.00082,-0.0487918,-0.0192215,-0.00647543,-0.846307,1.09776,-0.495862,0.0770456,1.72574,-0.041821,0.0148674,-0.00706997,-0.229835,0.294831,-0.13237,0.0205043,0.678286,0.0566744,0.0408521,-0.00322158,0.89109,-1.1703,0.532829,-0.0832094,0,0,0,0,0,0,0,0
1.51103,0.519027,-0.178547,0.00488992,0.00517912,-1.50489,2.43807,-1.36063,0.259256,1.56721,-0.0693016,-0.00449157,0.00243768,-0.597573,0.974949,-0.544182,0.10358,1.16613,0.130306,-0.0198587,-0.00252967,0.6501,-1.07351,0.606407,-0.116516,0,0,0,0,0,0,0,0
1.02002,0.105954,-0.052779,0.0165065,-0.00438582,-1.55929,3.62451,-2.94667,0.823415,1.411,0.0102978,0.0373809,0.00117444,2.80976,-6.48894,5.2353,-1.45364,1.36403,-0.00457573,-0.0170518,-0.000840802,-2.15471,4.90213,-3.92495,1.08474,0,0,0,0,0,0,0,0
1.90806,0.005982,-0.0643556,-0.0191194,-0.00218497,-0.606967,0.762325,-0.331609,0.0494794,1.56473,0.119946,0.0187286,-0.00252616,0.760423,-0.957647,0.418078,-0.0625623,1.24665,-0.106842,-0.0252522,0.00164109,-0.739788,0.938328,-0.410724,0.0615353,0,0,0,0,0,0,0,0
1.21832,-0.413308,-0.110803,0.014242,0.00189679,-1.67852,3.35606,-2.31789,0.547187,2.11817,0.134716,-0.0144581,-0.00236315,1.89365,-3.82315,2.65204,-0.627637,0.733526,-0.0941742,0.0281992,0.000848804,-0.579937,1.21504,-0.863618,0.207839,0,0,0,0,0,0,0,0
0.942399,-0.613413,-0.0431528,0.00532837,-0.00149523,-1.72372,4.40893,-3.90928,1.18741,2.33865,0.0149872,-0.0301805,-0.00216223,-3.1984,7.8084,-6.72467,2.00242,0.649719,0.0171503,0.0137022,0.0014991,2.84845,-7.03307,6.10829,-1.83021,0,0,0,0,0,0,0,0
1.96786,-0.687529,-0.0326144,0.000357075,-0.000991233,-0.19767,0.23528,-0.0982302,0.0141364,2.2168,-0.133493,-0.0305524,0.00263962,-0.879306,1.07508,-0.454981,0.0659814,0.768863,0.114356,0.0321887,-0.000281863,0.755911,-0.925766,0.391637,-0.0567597,0,0,0,0,0,0,0,0
1.50027,-0.867934,-0.0729426,-0.00428766,0.00265202,-0.553228,0.913324,-0.515244,0.0990349,1.51417,-0.153874,0.0265962,0.00101256,-0.796867,1.29404,-0.727037,0.139608,1.38931,0.13573,-0.0335718,-0.00201168,0.153932,-0.288154,0.176099,-0.0356748,0,0,0,0,0,0,0,0
2.85306,-1.02005,0.00273484,0.0303927,0.00249632,-0.000753019,1.10518e-05,3.77329e-06,-4.37461e-07,1.24297,-0.0637665,0.00086073,-0.00169743,0.000699476,0.000183862,-0.000113932,1.2382e-05,1.49802,-0.0153806,-0.00623292,0.00337786,-0.00082331,6.99715e-05,1.34322e-06,-1.55685e-07,0,0,0,0,0,0,0,0
3.70652,-0.753323,0.173457,0.019562,-0.00445961,-0.000346051,1.33655e-05,1.53446e-05,-1.36358e-06,1.06733,-0.0568951,-0.000886213,-0.00295256,-0.00283239,0.00114067,-0.00021344,1.87492e-05,1.44101,-0.0208241,-0.000564454,-5.94521e-05,0.000264559,-4.9319e-05,5.62947e-06,-5.00883e-07,0,0,0,0,0,0,0,0
3.37456,-0.098023,0.116454,-0.0283359,-0.00113432,0.00200693,-0.000813328,0.000206322,-2.02499e-05,0.584072,-0.241203,-0.0151765,0.0182452,-0.0104253,0.00880635,-0.00272174,0.000266919,1.37826,-0.00557676,0.00404731,-0.000488266,0.000124322,-0.000226334,7.60881e-05,-7.4678e-06,0,0,0,0,0,0,0,0
